
TIBCO Enterprise Message Service Administration Tool.
Copyright 2003-2006 by TIBCO Software Inc.
All rights reserved.

Version 4.3.0 V15 2/9/2006

Connected to: tcp://cib-devems01:7222
Command: show queues
  Queue Name                                                      SNFGXIBCT  Pre  Rcvrs     Msgs    Size   
  int.cib.cdf.demo.offerings.request.stoppoll                    ---------     0     0        0     0.0 Kb
  int.cib.cdf.service.caching.notification                       +--------     0     0        0     0.0 Kb
  qa.cib.cdf.top.demo.offerings.notification                     +--------     0     0        0     0.0 Kb
  qa.cib.cdf.top.service.caching.notification                    +--------     0     0        0     0.0 Kb
  sample                                                         ---------     0     0        0     0.0 Kb
  topic.sample                                                   ---------     0     0        0     0.0 Kb
  topic.sample.exported                                          ----+----     0     0        0     0.0 Kb
  topic.sample.imported                                          -----+---     0     0        0     0.0 Kb
  uat.cib.cdf.chf.demo.offerings.notification                    +--------     0     0        0     0.0 Kb
  uat.cib.cdf.chf.demo.offerings.request.stoppoll                +--------     0     0        0     0.0 Kb
  uat.cib.cdf.chf.service.caching.notification                   +--------     0     0        0     0.0 Kb
  uat.cib.cdf.demo.offerings.notification                        +--------     0     0        0     0.0 Kb
  uat.cib.cdf.demo.offerings.request.stoppoll                    +--------     0     0        0     0.0 Kb
  uat.cib.cdf.service.caching.notification                       +--------     0     0        0     0.0 Kb
  uat.cib.cdf.top.demo.offerings.notification                    +--------     0     0        0     0.0 Kb
  uat.cib.cdf.top.demo.offerings.request.stoppoll                +--------     0     0        0     0.0 Kb
  uat.cib.cdf.top.service.caching.notification                   +--------     0     0        0     0.0 Kb
  uat.cib.cdf.trs.demo.offerings.notification                    +--------     0     0        0     0.0 Kb
  uat.cib.cdf.trs.demo.offerings.request.stoppoll                +--------     0     0        0     0.0 Kb
  uat.cib.cdf.trs.service.caching.notification                   +--------     0     0        0     0.0 Kb
* uat.wachovia.CIB.iTD.tradesphere.>                             ---------     0     0        0     0.0 Kb
  uat.wachovia.CIB.iTD.tradesphere.systemHealthEvents            ++-------     0     0        0     0.0 Kb
  uat.wachovia.CIB.iTD.tradesphere.top.offeringGroupEvents       ++-------     0     0        0     0.0 Kb
  uat.wachovia.CIB.iTD.tradesphere.top.tradeNotificationEvents   ++-------     0     0        0     0.0 Kb
  uat.wachovia.CIB.iTD.tradesphere.top.triggerTopic              ++-------     0     0        0     0.0 Kb
* uat1.wachovia.CIB.iTD.>                                        ---------     0     0        0     0.0 Kb
* uat1.wachovia.CIB.iTD.tradesphere.>                            ---------     0     0        0     0.0 Kb
  uat1.wachovia.CIB.iTD.tradesphere.PalmsMonitorEvents           +--------     0     0        0     0.0 Kb
  uat1.wachovia.CIB.iTD.tradesphere.PnL.scenarioEvents           +++------     0     0        0     0.0 Kb
  uat1.wachovia.CIB.iTD.tradesphere.PnL.scenarioJobEvents        +++------     0     0        0     0.0 Kb
  uat1.wachovia.CIB.iTD.tradesphere.systemHealthEvents           +--------     0     0        0     0.0 Kb
  uat1.wachovia.CIB.iTD.tradesphere.top.offeringGroupEvents      +--------     0     0        0     0.0 Kb
  uat1.wachovia.CIB.iTD.tradesphere.top.tradeNotificationEvents  +--------     0     0        0     0.0 Kb
  uat1.wachovia.CIB.iTD.tradesphere.top.triggerTopic             +--------     0     0        0     0.0 Kb
* uat2.wachovia.CIB.iTD.>                                        ---------     0     0        0     0.0 Kb
* uat2.wachovia.CIB.iTD.tradesphere.>                            ---------     0     0        0     0.0 Kb
  uat2.wachovia.CIB.iTD.tradesphere.PalmsMonitorEvents           +--------     0     0        0     0.0 Kb
  uat2.wachovia.CIB.iTD.tradesphere.PnL.scenarioEvents           +++------     2     0        0     0.0 Kb
  uat2.wachovia.CIB.iTD.tradesphere.PnL.scenarioJobEvents        +++------     0     0        0     0.0 Kb
  uat2.wachovia.CIB.iTD.tradesphere.systemHealthEvents           +--------     2     0        0     0.0 Kb
  uat2.wachovia.CIB.iTD.tradesphere.top.offeringGroupEvents      +--------     0     0        0     0.0 Kb
  uat2.wachovia.CIB.iTD.tradesphere.top.tradeNotificationEvents  +--------     0     0        0     0.0 Kb
  uat2.wachovia.CIB.iTD.tradesphere.top.triggerTopic             +--------     1     0        0     0.0 Kb
  Wachovia.CIB.1CAL.test                                         ---------     0     0        0     0.0 Kb
  Wachovia.CIB.1GRA.test                                         ---------   333     0        3    10.8 Kb
  Wachovia.CIB.1GSP.test                                         ---------   536     0       68    27.1 Kb
* Wachovia.cib.1md1.>                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_CORE_ADMIN                          ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_CORE_ASYNC_CALL                     ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_CORE_DB_RESOURCES                   ---------     1     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_CORE_OBJECT_CACHE                   ---------     1     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_CORE_RULE_CACHE                     ---------     1     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_TEST_CARTALK                        ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_TEST_CHAT                           ---------     0     0        0     0.0 Kb
  wachovia.cib.1md1.cm.T_ECM_TEST_CHAT                           ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_TEST_FILE_TRANSFER                  ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_TEST_TVGOSSIP                       ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_TEST_UFOGOSSIP                      ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_CORE_ADMIN                             +--------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_CORE_ASYNC_CALL                        +--------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_CORE_DB_RESOURCES                      +--------     2     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_CORE_OBJECT_CACHE                      +--------     2     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_CORE_RULE_CACHE                        +--------     2     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_TEST_CARTALK                           +--------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_TEST_CHAT                              +--------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_TEST_FILE_TRANSFER                     +--------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_TEST_TVGOSSIP                          +--------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_TEST_UFOGOSSIP                         +--------     0     0        0     0.0 Kb
* Wachovia.CIB.1sdk.>                                            ---------     0     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Admin.Notify                                 +--------     0     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Alert.Notify                                 +--------     4     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Appointment.Notify                           +--------     2     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Attachment.Notify                            +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.BondDeal.Notify                              +--------     4     0        0     0.0 Kb
  Wachovia.CIB.1sdk.BondDealIOI.Notify                           +--------     4     0        0     0.0 Kb
  Wachovia.CIB.1sdk.BondDealStructure.Notify                     +--------     4     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Category.Notify                              +--------     4     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Client.Notify                                +--------     4     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Code.Notify                                  +--------     4     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Contact.Notify                               +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.CustomAttribute.Notify                       +--------     4     0        0     0.0 Kb
* Wachovia.CIB.1sdk.CustomFilter.Notify                          ---------     4     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Deal.Notify                                  +--------     2     0        0     0.0 Kb
  Wachovia.CIB.1sdk.DealInterestIndication.Notify                +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.DealStructure.Notify                         +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Followup.Notify                              +--------     4     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Logon.Notify                                 +--------     0     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Note.Notify                                  +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.StockInterest.Notify                         +--------     0     0        0     0.0 Kb
  Wachovia.CIB.1sdk.TopTraderAxe.Notify                          +--------     4     0        0     0.0 Kb
  Wachovia.CIB.1sdk.TradingActivity.Notify                       +--------     0     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Underwriter.Notify                           +--------     4     0        0     0.0 Kb
  Wachovia.CIB.1sdk.UserEntitlement.Notify                       +--------     0     0        0     0.0 Kb
* wachovia.cib.1trm.>                                            ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.pos_fists_exceptionsTopic                    ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.pos_fists_notifications                      ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.pos_imagine_exceptionsTopic                  ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.pos_imagine_notifications                    ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.pos_irp_exceptionsTopic                      ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.pos_irp_notifications                        ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.pos_scp_exceptionsTopic                      ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.pos_scp_notifications                        ---------     0     0        0     0.0 Kb
* wachovia.cib.1trm.spt.>                                        ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.spt.histvol.notify                           +--------     0     0        0     0.0 Kb
  wachovia.cib.1trm.spt.monitor.notify                           ------+--     0     0        0     0.0 Kb
  wachovia.cib.1trm.spt.positions.notify                         ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.spt.riskdata.notify                          ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.spt.symbollist.notify                        +--------     1     0        0     0.0 Kb
  wachovia.cib.1trm.spt.taglist.notify                           +--------     0     0        0     0.0 Kb
  wachovia.cib.1trm.spt.voldata.notify                           +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.12.demo.offerings.notification                +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.12.demo.offerings.request.stoppoll            +--------     1     0        0     0.0 Kb
  wachovia.cib.cdf.12.DistributedEvent                           +--------    11     0        0     0.0 Kb
* wachovia.cib.cdf.13.>                                          ---------     0     0        0     0.0 Kb
  wachovia.cib.cdf.13.demo.offerings.notification                +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.13.demo.offerings.request.stoppoll            +--------     1     0        0     0.0 Kb
  wachovia.cib.cdf.13.DistributedEvent                           +--------     0     0        0     0.0 Kb
* Wachovia.CIB.ISD.>                                             ---------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Admin.Notify                                  +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Alert.Notify                                  +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Appointment.Notify                            +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Attachment.Notify                             +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.BondDeal.Notify                               +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.BondDealIOI.Notify                            +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.BondDealStructure.Notify                      +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Category.Notify                               +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Client.Notify                                 +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Code.Notify                                   +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Contact.Notify                                +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.CustomAttribute.Notify                        +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Deal.Notify                                   +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.DealInterestIndication.Notify                 +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.DealStructure.Notify                          +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Followup.Notify                               +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Logon.Notify                                  +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Note.Notify                                   +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.StockInterest.Notify                          +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.TopTraderAxe.Notify                           +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.TradingActivity.Notify                        +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Underwriter.Notify                            +--------     0     0        0     0.0 Kb
* Wachovia.CIB.LSTM.>                                            ---------     0     0        0     0.0 Kb
  Wachovia.CIB.LSTM.AAM.PubSub.Trades                            ---------     0     0        0     0.0 Kb
  Wachovia.CIB.LSTM.AAM.ReferenceData.Event                      ---------     1     0        0     0.0 Kb
* Wachovia.cib.tro.>                                             ---------     0     0        0     0.0 Kb
  Wachovia.cib.tro.rates.calgate.event                           +--------     1     0        0     0.0 Kb
  Wachovia.cib.tro.realmgate.event                               +--------     0     0        0     0.0 Kb
  Wachovia.cib.tro.reportserver.event                            +--------     2     0        0     0.0 Kb
  Wachovia.cib.tro.scp.calgate.event                             +--------     3     2     1241   175.6 MB
Command: show bridges
  Source Name                           Queue Targets  Topic Targets
T wachovia.cib.1trm.spt.monitor.notify              1              0

TIBCO Enterprise Message Service Administration Tool.
Copyright 2003-2006 by TIBCO Software Inc.
All rights reserved.

Version 4.3.0 V15 2/9/2006

Connected to: tcp://cib-uatems02:7222
Command: show queues
  Queue Name                                        SNFGXIBCT  Pre  Rcvrs     Msgs    Size   
  $sys.admin                                        +--------    5*     0        0     0.0 Kb
  $sys.lookup                                       ---------    5*     0        0     0.0 Kb
  $sys.undelivered                                  +--------    5*     0        0     0.0 Kb
* $TMP$.cib-uatems02a.11C44526E0A624230.1           ---------    5      1        0     0.0 Kb
* $TMP$.cib-uatems02a.11C44526E0A624231.1           ---------    5      1        0     0.0 Kb
* $TMP$.cib-uatems02a.11C44526E0A624239.1           ---------    5      1        0     0.0 Kb
  _HAWK.>                                           +--------    5*     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.>                            ---------    5*     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.AUDIT.CONF                   +-+------    5*     1        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.AUDIT.IN                     +-+------    5*     1        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.AUDIT.NEWROUTES              +-+------    5*     1        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.AUDIT.OUT                    +-+------    5*     1        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.ENRICH.OUT                   +-+------    5*     1        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.ENRICH.REQ                   +-+------    5*     1        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.IN.ROUTE                     +-+-----+    5*     1        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.CFS.CONFIRMATION.GLOSS   ---------    5*     1        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.CFS.CONFIRMATION.PHASE3  ---------    5*     1        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.CFS.REPLAY.GLOSS         ---------    5*     1        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.CFS.REPLAY.PHASE3        ---------    5*     1        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.FISTS.>                  ---------    5*     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.FISTS.FIRM12             +-++--+--    5*     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.FISTS.FIRM51             +-++--+--    5*     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.FISTS.FIRM53             +-++--+--    5*     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.FISTS.FIRM54             +-++--+--    5*     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.FISTS.FIRM55             +-++--+--    5*     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.GLOSS                    ---------    5*    26        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.PHASE3                   ---------    5*     5        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.REPLAY                       +-+------    5*     1        0     0.0 Kb
Command: show topics
  Topic Name                                                                                                SNFGEIBCT  Subs  Durs     Msgs    Size   
  _HAWK.>                                                                                                   +--------     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.>                                                                                    ---------     0     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.CONF.>                                                                               +-++--+--     1     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.CONF.GLOSS                                                                           *-**--*--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.CONF.PHASE3                                                                          *-**--*--     0     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.DELETEROUTES                                                                         +-++-----     2     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.ENRICH.IN                                                                            +-+---+--     1     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.ENRICH.RESP                                                                          +-+---+--     1     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.IN.>                                                                                 +-++--+--     1     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.IN.CFS                                                                               *-**--*--     0     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.IN.EXIMBILLS                                                                         +-++--*--     0     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.IN.FISTS                                                                             *-**--*--     0     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.IN.GLOSS                                                                             *-**--*--     0     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.IN.PHASE3                                                                            *-**--*--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.IN.REPLAY                                                                            *-**--*--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.NEWROUTES                                                                            ------+--     2     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.>                                                                                +-++--+--     1     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.CFS.CONFIRMATION.GLOSS.>                                                         *-**--+--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.CFS.CONFIRMATION.GLOSS.CIB.EQUITY.STOCK.NONDOLLAR.TRADE.SETTLEMENT.CONFIRMATION  *-**--*--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.CFS.CONFIRMATION.PHASE3.>                                                        *-**--+--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.CFS.CONFIRMATION.PHASE3.CIB.EQUITY.STOCK.DOLLAR.TRADE.SETTLEMENT.CONFIRMATION    *-**--*--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.DEFAULT                                                                          *-**--*--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.FISTS.FIRM12.>                                                                   *-**--+--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.FISTS.FIRM51.>                                                                   *-**--+--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.FISTS.FIRM53.>                                                                   *-**--+--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.FISTS.FIRM54.>                                                                   *-**--+--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.FISTS.FIRM55.>                                                                   *-**--+--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.GLOSS.>                                                                          *-**--+--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.GLOSS.CIB.EQUITY.STOCK.NONDOLLAR.TRADE.SETTLEMENT.AMEND                          *-**--*--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.GLOSS.CIB.EQUITY.STOCK.NONDOLLAR.TRADE.SETTLEMENT.CANCEL                         *-**--*--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.GLOSS.CIB.EQUITY.STOCK.NONDOLLAR.TRADE.SETTLEMENT.NEW                            *-**--*--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.PHASE3.>                                                                         *-**--+--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.PHASE3.CIB.EQUITY.STOCK.DOLLAR.TRADE.SETTLEMENT.AMEND                            *-**--*--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.PHASE3.CIB.EQUITY.STOCK.DOLLAR.TRADE.SETTLEMENT.CANCEL                           *-**--*--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.PHASE3.CIB.EQUITY.STOCK.DOLLAR.TRADE.SETTLEMENT.NEW                              *-**--*--     0     0        0     0.0 Kb
* Wachovia.CIB.1PSR.PS.OUT.TESTAPP.CIB.TEST.NEW.CATEGORY                                                    *-**--*--     0     0        0     0.0 Kb
Command: show bridges

TIBCO Enterprise Message Service Administration Tool.
Copyright 2003-2006 by TIBCO Software Inc.
All rights reserved.

Version 4.3.0 V15 2/9/2006

Connected to: tcp://cib-uatems05:7222
Command: show queues
  Queue Name                                                       SNFGXIBCT  Pre  Rcvrs     Msgs    Size   
  $sys.admin                                                       +--------    5*     0        0     0.0 Kb
  $sys.lookup                                                      ---------    5*     0        0     0.0 Kb
  $sys.undelivered                                                 +--------    5*     0        0     0.0 Kb
* $TMP$.cib-uatems05.3AA144BF7FA721B4AC.24                         ---------    5      1        0     0.0 Kb
* $TMP$.cib-uatems05.3AA144BF7FA721C9C3.6                          ---------    5      1        0     0.0 Kb
* $TMP$.cib-uatems05.3AA144BF7FA721C9D0.6                          ---------    5      1        0     0.0 Kb
* $TMP$.cib-uatems05.3AA144BF7FA7221888.22                         ---------    5      1        0     0.0 Kb
* $TMP$.cib-uatems05.3AA144BF7FA7221A33.6                          ---------    5      1        0     0.0 Kb
* $TMP$.cib-uatems05.3AA144BF7FA7221EF5.1                          ---------    5      1        0     0.0 Kb
  _HAWK.>                                                          +--------    5*     0        0     0.0 Kb
  devInt.ais.devInt1Services.request.>                             +-------- none      0        0     0.0 Kb
* devInt.ais.devInt1Services.request.ADDNAM                        *-------- none*    30        0     0.0 Kb
* devInt.ais.devInt1Services.request.ADMIN                         *-------- none*    12        0     0.0 Kb
* devInt.ais.devInt1Services.request.ASSIGNMENT                    *-------- none*    10        0     0.0 Kb
* devInt.ais.devInt1Services.request.BKRAGR                        *-------- none*    30        0     0.0 Kb
* devInt.ais.devInt1Services.request.BLASTER                       *-------- none*     2        0     0.0 Kb
* devInt.ais.devInt1Services.request.BROKER                        *-------- none*    30        0     0.0 Kb
* devInt.ais.devInt1Services.request.CALCDATA                      *-------- none*     4        0     0.0 Kb
* devInt.ais.devInt1Services.request.CUSTOMER                      *-------- none*    30        0     0.0 Kb
* devInt.ais.devInt1Services.request.deoDataRequestObjectMessage   *-------- none*    16        0     0.0 Kb
* devInt.ais.devInt1Services.request.DirectableOutput              *-------- none*   178       22    10.3 Kb
* devInt.ais.devInt1Services.request.DOMAIN                        *-------- none*     8        0     0.0 Kb
* devInt.ais.devInt1Services.request.dsqlDataRequestObjectMessage  *-------- none*     8        0     0.0 Kb
* devInt.ais.devInt1Services.request.Execution                     *-------- none*     8        0     0.0 Kb
* devInt.ais.devInt1Services.request.FACTORUPDATE                  *-------- none*     6        0     0.0 Kb
* devInt.ais.devInt1Services.request.FLOORTRADE                    *-------- none*     6        0     0.0 Kb
* devInt.ais.devInt1Services.request.FUCalcSvr                     *-------- none*     2        0     0.0 Kb
* devInt.ais.devInt1Services.request.FUCreditDfltSvr               *-------- none*     2        0     0.0 Kb
* devInt.ais.devInt1Services.request.fuMonitor                     *-------- none*    26        4     2.2 Kb
* devInt.ais.devInt1Services.request.GDI                           *-------- none*    30        0     0.0 Kb
* devInt.ais.devInt1Services.request.InTrade                       *-------- none*    44        0     0.0 Kb
* devInt.ais.devInt1Services.request.jpsave                        *-------- none*     2        0     0.0 Kb
* devInt.ais.devInt1Services.request.MOPOFFERING                   *-------- none*     2        0     0.0 Kb
* devInt.ais.devInt1Services.request.NotePad                       *-------- none*     4        0     0.0 Kb
* devInt.ais.devInt1Services.request.OFFERING                      *-------- none*    10        0     0.0 Kb
* devInt.ais.devInt1Services.request.OFFERING_SHEET                *-------- none*    10        0     0.0 Kb
* devInt.ais.devInt1Services.request.Order                         *-------- none*    12        0     0.0 Kb
* devInt.ais.devInt1Services.request.POSITION                      *-------- none*     8        0     0.0 Kb
* devInt.ais.devInt1Services.request.posSrvcMsg                    *-------- none*     2        0     0.0 Kb
* devInt.ais.devInt1Services.request.REPORT                        *-------- none*     4        0     0.0 Kb
* devInt.ais.devInt1Services.request.SearchMessage                 *-------- none*     8        0     0.0 Kb
* devInt.ais.devInt1Services.request.SECURITY                      *-------- none*     2        0     0.0 Kb
* devInt.ais.devInt1Services.request.SUBALLOC                      *-------- none*    28        0     0.0 Kb
* devInt.ais.devInt1Services.request.TRADE                         *-------- none*   146        0     0.0 Kb
* devInt.ais.devInt1Services.request.UMSPRINT                      *-------- none*     4        0     0.0 Kb
  devInt.ais.devInt2Services.request.>                             +-------- none      0        0     0.0 Kb
* devInt.ais.devInt2Services.request.ADDNAM                        *-------- none*    30        0     0.0 Kb
* devInt.ais.devInt2Services.request.ADMIN                         *-------- none*    12        0     0.0 Kb
* devInt.ais.devInt2Services.request.ASSIGNMENT                    *-------- none*    10        0     0.0 Kb
* devInt.ais.devInt2Services.request.BKRAGR                        *-------- none*    30        0     0.0 Kb
* devInt.ais.devInt2Services.request.BLASTER                       *-------- none*     2        0     0.0 Kb
* devInt.ais.devInt2Services.request.BROKER                        *-------- none*    30        0     0.0 Kb
* devInt.ais.devInt2Services.request.CALCDATA                      *-------- none*     4        0     0.0 Kb
* devInt.ais.devInt2Services.request.CUSTOMER                      *-------- none*    30        0     0.0 Kb
* devInt.ais.devInt2Services.request.deoDataRequestObjectMessage   *-------- none*    16        0     0.0 Kb
* devInt.ais.devInt2Services.request.DirectableOutput              *-------- none*   196       49    22.9 Kb
* devInt.ais.devInt2Services.request.DOMAIN                        *-------- none*     8        0     0.0 Kb
* devInt.ais.devInt2Services.request.dsqlDataRequestObjectMessage  *-------- none*     8        0     0.0 Kb
* devInt.ais.devInt2Services.request.Execution                     *-------- none*     8        0     0.0 Kb
* devInt.ais.devInt2Services.request.FACTORUPDATE                  *-------- none*     6        0     0.0 Kb
* devInt.ais.devInt2Services.request.FLOORTRADE                    *-------- none*     6        0     0.0 Kb
* devInt.ais.devInt2Services.request.FUCalcSvr                     *-------- none*     2        0     0.0 Kb
* devInt.ais.devInt2Services.request.FUCreditDfltSvr               *-------- none*     2        0     0.0 Kb
* devInt.ais.devInt2Services.request.fuMonitor                     *-------- none*    26       25    13.1 Kb
* devInt.ais.devInt2Services.request.GDI                           *-------- none*    30        0     0.0 Kb
* devInt.ais.devInt2Services.request.InTrade                       *-------- none*    44        0     0.0 Kb
* devInt.ais.devInt2Services.request.jpsave                        *-------- none*     2        0     0.0 Kb
* devInt.ais.devInt2Services.request.LETStageServer                *-------- none*     0        2     0.9 Kb
* devInt.ais.devInt2Services.request.MOPOFFERING                   *-------- none*     2        0     0.0 Kb
* devInt.ais.devInt2Services.request.NotePad                       *-------- none*     4        0     0.0 Kb
