
TIBCO Enterprise Message Service Administration Tool.
Copyright 2003-2006 by TIBCO Software Inc.
All rights reserved.

Version 4.3.0 V15 2/9/2006

Connected to: tcp://cib-devems01:7222
Command: show queues
  Queue Name                                                      SNFGXIBCT  Pre  Rcvrs     Msgs    Size   
  wachovia.cib.cdf.idev.13.service.authorization.request          +--------    5*    10        0     0.0 Kb
  wachovia.cib.cdf.idev.13.service.diagnostic.request             +--------    5*     1        0     0.0 Kb
  wachovia.cib.cdf.idev.13.service.eventscatalog.request          +--------    5*    10        0     0.0 Kb
  wachovia.cib.cdf.idev.13.service.getenvironmentservice.request  +--------    5*     1        0     0.0 Kb
  wachovia.cib.cdf.idev.13.service.logging                        +--------    5*    10        0     0.0 Kb
  wachovia.cib.cdf.idev.13.service.usagestatistics.request        ---------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.idev.13.service.userpreferences.request        +--------    5*    10        0     0.0 Kb
* wachovia.cib.cdf.qa.12.>                                        ---------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.qa.12.demo.offering.request                    +--------    5*     1        0     0.0 Kb
  wachovia.cib.cdf.qa.12.demo.offering.response                   +--------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.qa.12.service.authorization.request            +--------    5*    10        0     0.0 Kb
  wachovia.cib.cdf.qa.12.service.authorization.response           +--------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.qa.12.service.diagnostic.request               ---------    5*     1        0     0.0 Kb
  wachovia.cib.cdf.qa.12.service.eventscatalog.request            +--------    5*    10        0     0.0 Kb
  wachovia.cib.cdf.qa.12.service.eventscatalog.response           +--------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.qa.12.service.getenvironmentservice.request    +--------    5*     1        0     0.0 Kb
  wachovia.cib.cdf.qa.12.service.getenvironmentservice.response   +--------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.qa.12.service.logging                          +--------    5*    10        0     0.0 Kb
  wachovia.cib.cdf.qa.12.service.logging.response                 +--------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.qa.12.service.userpreferences.request          ---------    5*    10        0     0.0 Kb
  wachovia.cib.cdf.qa.12.service.userpreferences.response         +--------    5*     0        0     0.0 Kb
* wachovia.cib.cdf.qa.13.>                                        ---------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.qa.13.demo.offering.request                    +--------    5*     1        0     0.0 Kb
  wachovia.cib.cdf.qa.13.demo.offering.response                   +--------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.qa.13.service.authorization.request            +--------    5*    10        0     0.0 Kb
  wachovia.cib.cdf.qa.13.service.authorization.response           +--------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.qa.13.service.diagnostic.request               +--------    5*     1        0     0.0 Kb
  wachovia.cib.cdf.qa.13.service.eventscatalog.request            +--------    5*    10        0     0.0 Kb
  wachovia.cib.cdf.qa.13.service.eventscatalog.response           +--------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.qa.13.service.getenvironmentservice.request    +--------    5*     1        0     0.0 Kb
  wachovia.cib.cdf.qa.13.service.getenvironmentservice.response   +--------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.qa.13.service.logging                          +--------    5*    10        0     0.0 Kb
  wachovia.cib.cdf.qa.13.service.logging.response                 +--------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.qa.13.service.usagestatistics.request          ---------    5*     0        0     0.0 Kb
  wachovia.cib.cdf.qa.13.service.userpreferences.request          +--------    5*    10        0     0.0 Kb
  wachovia.cib.cdf.qa.13.service.userpreferences.response         +--------    5*     0        0     0.0 Kb
* Wachovia.CIB.ISD.>                                              ---------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Admin.Read                                     +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Admin.Response                                 +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Admin.Transact                                 +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Alert.Read                                     +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Alert.Response                                 +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Alert.Response.Sync                            +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Alert.Transact                                 +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Appointment.Read                               +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Appointment.Response                           +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Appointment.Response.Sync                      +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Appointment.Transact                           +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Attachment.Read                                +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Attachment.Response                            +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Attachment.Response.Sync                       +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Attachment.Transact                            +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.BondDeal.Read                                  +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.BondDeal.Response                              +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.BondDeal.Transact                              +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.BondDealIOI.Read                               +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.BondDealIOI.Response                           +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.BondDealIOI.Transact                           +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.BondDealStructure.Read                         +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.BondDealStructure.Response                     +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.BondDealStructure.Transact                     +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Category.Read                                  +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Category.Response                              +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Category.Response.Sync                         +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Category.Transact                              +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Client.Read                                    +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Client.Response                                +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Client.Response.Sync                           +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Client.Transact                                +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Code.Read                                      +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Code.Response                                  +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Code.Response.Sync                             +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Code.Transact                                  +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Contact.Read                                   +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Contact.Response                               +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Contact.Response.Sync                          +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Contact.Transact                               +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Coverage.Read                                  +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Coverage.Response                              +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.CustomAttribute.Read                           +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.CustomAttribute.Response                       +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.CustomAttribute.Response.Sync                  +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.CustomAttribute.Transact                       +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Deal.Read                                      +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Deal.Response                                  +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Deal.Response.Sync                             +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Deal.Transact                                  +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.DealInterestIndication.Read                    +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.DealInterestIndication.Response                +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.DealInterestIndication.Response.Sync           +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.DealInterestIndication.Transact                +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.DealStructure.Read                             +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.DealStructure.Response                         +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.DealStructure.Response.Sync                    +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.DealStructure.Transact                         +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Entitlement.Read                               +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Entitlement.Response                           +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Followup.Read                                  +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Followup.Response                              +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Followup.Response.Sync                         +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Followup.Transact                              +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Logon.Read                                     +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Logon.Response                                 +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Lookup.Read                                    +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Lookup.Response                                +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Note.Read                                      +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Note.Response                                  +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Note.Response.Sync                             +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Note.Transact                                  +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.StockInterest.Read                             +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.StockInterest.Response                         +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.StockInterest.Transact                         +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.TopTraderAxe.Read                              +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.TopTraderAxe.Response                          +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.TopTraderAxe.Response.Sync                     +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.TopTraderAxe.Transact                          +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.TradingActivity.Read                           +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.TradingActivity.Response                       +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Underwriter.Read                               +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Underwriter.Response                           +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Underwriter.Transact                           +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.UserEntitlement.Read                           +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.UserEntitlement.Response                       +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.ISD.Workflow.Async                                 +--------    5*     0        0     0.0 Kb
* Wachovia.CIB.LSTM.AAM.PubSub.Trades                             ---------    5*     0        0     0.0 Kb
  Wachovia.CIB.LSTM.AAM.ReferenceData.Request                     ---------    5*     1        0     0.0 Kb
  Wachovia.CIB.LSTM.AAM.Security.Request                          ---------    5*     1        0     0.0 Kb
  Wachovia.CIB.LSTM.AAM.Trades.Request                            ---------    5*     1        0     0.0 Kb
  Wachovia.CIB.Mats.Bonds.Queue                                   +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.Mats.Common.Queue                                  +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.Mats.Derivates.Queue                               +--------    5*     0        0     0.0 Kb
  Wachovia.CIB.Mats.Loans.Queue                                   +--------    5*     0        0     0.0 Kb
* Wachovia.cib.tro.>                                              ---------    5*     0        0     0.0 Kb
  Wachovia.cib.tro.rates.calgate.monitor                          ++-------    5*     0        0     0.0 Kb
  Wachovia.cib.tro.rates.calgate.request                          ++-------    5*     0        1     0.2 Kb
  Wachovia.cib.tro.realmgate.monitor                              ++-------    5*     0        0     0.0 Kb
  Wachovia.cib.tro.realmgate.request                              ++-------    5*     0       59    13.9 Kb
  Wachovia.cib.tro.reportserver.monitor                           ++-------    5*     1        0     0.0 Kb
  Wachovia.cib.tro.reportserver.request                           ++-------    5*     1        0     0.0 Kb
  Wachovia.cib.tro.scp.calgate.monitor                            ++-------    5*     0        0     0.0 Kb
  Wachovia.cib.tro.scp.calgate.request                            ++-------    5*     0        1     0.2 Kb
Command: show topics
  Topic Name                                                          SNFGEIBCT  Subs  Durs     Msgs    Size   
  _HAWK.>                                                             +--------     0     0        0     0.0 Kb
  dev.cib.cdf.demo.offerings.notification                             +--------     0     0        0     0.0 Kb
  dev.cib.cdf.demo.offerings.request.stoppoll                         +--------     0     0        0     0.0 Kb
  dev.cib.cdf.service.caching.notification                            +--------     0     0        0     0.0 Kb
  dev.cib.cdf.service.userpreferences.workspacetemplate.notification  +--------     0     0        0     0.0 Kb
* dev.wachovia.CIB.iTD.tradesphere.>                                  ---------     0     0        0     0.0 Kb
  dev.wachovia.CIB.iTD.tradesphere.PalmsMOnitorEvents                 ++-------     0     0        0     0.0 Kb
  dev.wachovia.CIB.iTD.tradesphere.systemHealthEvents                 ++-------     0     0        0     0.0 Kb
  dev.wachovia.CIB.iTD.tradesphere.top.offeringGroupEvents            ++-------     0     0        0     0.0 Kb
  dev.wachovia.CIB.iTD.tradesphere.top.tradeNotificationEvents        ++-------     0     0        0     0.0 Kb
  dev.wachovia.CIB.iTD.tradesphere.top.triggerTopic                   ++-------     0     0        0     0.0 Kb
* dev1.wachovia.CIB.iTD.tradesphere.>                                 ---------     0     0        0     0.0 Kb
  dev1.wachovia.CIB.iTD.tradesphere.PalmsMonitorEvents                +--------     0     0        0     0.0 Kb
  dev1.wachovia.CIB.iTD.tradesphere.PnL.scenarioEvents                +--------     0     0        0     0.0 Kb
  dev1.wachovia.CIB.iTD.tradesphere.PnL.scenarioJobEvents             +--------     0     0        0     0.0 Kb
  dev1.wachovia.CIB.iTD.tradesphere.systemHealthEvents                +--------     0     0        0     0.0 Kb
  dev1.wachovia.CIB.iTD.tradesphere.top.offeringGroupEvents           +--------     0     0        0     0.0 Kb
  dev1.wachovia.CIB.iTD.tradesphere.top.tradeNotificationEvents       +--------     0     0        0     0.0 Kb
  dev1.wachovia.CIB.iTD.tradesphere.top.triggerTopic                  +--------     1     0        0     0.0 Kb
* dev2.wachovia.CIB.iTD.tradesphere.>                                 ---------     0     0        0     0.0 Kb
  dev2.wachovia.CIB.iTD.tradesphere.PalmsMonitorEvents                +--------     0     0        0     0.0 Kb
  dev2.wachovia.CIB.iTD.tradesphere.PnL.scenarioEvents                +--------     2     0        0     0.0 Kb
  dev2.wachovia.CIB.iTD.tradesphere.PnL.scenarioJobEvents             +--------     0     0        0     0.0 Kb
  dev2.wachovia.CIB.iTD.tradesphere.systemHealthEvents                +--------     2     0        0     0.0 Kb
  dev2.wachovia.CIB.iTD.tradesphere.top.offeringGroupEvents           +--------     0     0        0     0.0 Kb
  dev2.wachovia.CIB.iTD.tradesphere.top.tradeNotificationEvents       +--------     0     0        0     0.0 Kb
  dev2.wachovia.CIB.iTD.tradesphere.top.triggerTopic                  +--------     1     0        0     0.0 Kb
* dev3.wachovia.CIB.iTD.tradesphere.>                                 ---------     0     0        0     0.0 Kb
  dev3.wachovia.CIB.iTD.tradesphere.PalmsMonitorEvents                +--------     0     0        0     0.0 Kb
  dev3.wachovia.CIB.iTD.tradesphere.systemHealthEvents                +--------     0     0        0     0.0 Kb
  dev3.wachovia.CIB.iTD.tradesphere.top.offeringGroupEvents           +--------     0     0        0     0.0 Kb
  dev3.wachovia.CIB.iTD.tradesphere.top.tradeNotificationEvents       +--------     0     0        0     0.0 Kb
  dev3.wachovia.CIB.iTD.tradesphere.top.triggerTopic                  +--------     0     0        0     0.0 Kb
  sample                                                              ---------     0     0        0     0.0 Kb
  topic.sample                                                        ---------     0     0        0     0.0 Kb
  topic.sample.exported                                               ----+----     0     0        0     0.0 Kb
  topic.sample.imported                                               -----+---     0     0        0     0.0 Kb
  Wachovia.CIB.1GRA.calypso_raddev                                    ---------     2     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_CORE_ADMIN                               ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_CORE_ASYNC_CALL                          ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_CORE_DB_RESOURCES                        ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_CORE_OBJECT_CACHE                        ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_CORE_RULE_CACHE                          ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_TEST_CARTALK                             ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_TEST_CHAT                                ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_TEST_FILE_TRANSFER                       ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_TEST_TVGOSSIP                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.cm.T_ECM_TEST_UFOGOSSIP                           ---------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_CORE_ADMIN                                  +--------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_CORE_ASYNC_CALL                             +--------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_CORE_DB_RESOURCES                           +--------     1     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_CORE_OBJECT_CACHE                           +--------     1     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_CORE_RULE_CACHE                             +--------     1     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_TEST_CARTALK                                +--------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_TEST_CHAT                                   +--------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_TEST_FILE_TRANSFER                          +--------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_TEST_TVGOSSIP                               +--------     0     0        0     0.0 Kb
  Wachovia.cib.1md1.T_ECM_TEST_UFOGOSSIP                              +--------     0     0        0     0.0 Kb
  Wachovia.cib.1msc.entitlement.addsdeletes.topic                     ---------     0     0        0     0.0 Kb
  Wachovia.cib.1msc.entitlement.changes.topic                         ---------     0     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.EXIMBILLS.HK.>                             +-+------     0     0        0     0.0 Kb
  Wachovia.CIB.1PSR.PS.OUT.EXIMBILLS.US.>                             +-+------     0     0        0     0.0 Kb
  wachovia.cib.1SAA.SwiftUpdates                                      +--------     0     0        0     0.0 Kb
* Wachovia.CIB.1sdk.>                                                 ---------     0     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Admin.Notify                                      +--------     0     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Alert.Notify                                      +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Appointment.Notify                                +--------     2     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Attachment.Notify                                 +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.BondDeal.Notify                                   +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.BondDealIOI.Notify                                +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.BondDealStructure.Notify                          +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Category.Notify                                   +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Client.Notify                                     +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Code.Notify                                       +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Contact.Notify                                    +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.CustomAttribute.Notify                            +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.CustomFilter.Notify                               ---------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Deal.Notify                                       +--------     2     0        0     0.0 Kb
  Wachovia.CIB.1sdk.DealInterestIndication.Notify                     +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.DealStructure.Notify                              +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Followup.Notify                                   +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Logon.Notify                                      +--------     0     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Note.Notify                                       +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.StockInterest.Notify                              +--------     0     0        0     0.0 Kb
  Wachovia.CIB.1sdk.TopTraderAxe.Notify                               +--------     3     0        0     0.0 Kb
  Wachovia.CIB.1sdk.TradingActivity.Notify                            +--------     0     0        0     0.0 Kb
  Wachovia.CIB.1sdk.Underwriter.Notify                                +--------     3     0        0     0.0 Kb
* Wachovia.cib.1sfw.>                                                 ---------     0     0        0     0.0 Kb
  Wachovia.cib.1sfw.topic.1                                           ---------     0     0        0     0.0 Kb
  Wachovia.cib.1sfw.topic.2                                           ---------     0     0        0     0.0 Kb
  Wachovia.cib.1sfw.topic.3                                           ---------     0     0        0     0.0 Kb
* wachovia.cib.1trm.spt.>                                             ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.spt.histvol.notify                                +--------     0     0        0     0.0 Kb
  wachovia.cib.1trm.spt.monitor.notify                                ------+--     0     0        0     0.0 Kb
  wachovia.cib.1trm.spt.positions.notify                              ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.spt.riskdata.notify                               ---------     0     0        0     0.0 Kb
  wachovia.cib.1trm.spt.symbollist.notify                             +--------     0     0        0     0.0 Kb
  wachovia.cib.1trm.spt.taglist.notify                                +--------     0     0        0     0.0 Kb
  wachovia.cib.1trm.spt.voldata.notify                                +--------     0     0        0     0.0 Kb
* Wachovia.cib.1WRL.>                                                 ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk10                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk11                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk12                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk13                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk14                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk15                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk16                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk17                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk18                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk19                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk2                                             ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk20                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk21                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk22                                            ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk3                                             ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk4                                             ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk5                                             ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk6                                             ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk7                                             ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk8                                             ---------     0     0        0     0.0 Kb
  Wachovia.cib.1WRL.Desk9                                             ---------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.11.chf.demo.offerings.notification            +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.11.chf.demo.offerings.request.stoppoll        +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.11.chf.service.caching.notification           +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.11.isd.demo.offerings.notification            +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.11.isd.demo.offerings.request.stoppoll        +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.11.isd.service.caching.notification           +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.11.top.demo.offerings.notification            +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.11.top.demo.offerings.request.stoppoll        +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.11.top.service.caching.notification           +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.11.trs.demo.offerings.notification            +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.11.trs.demo.offerings.request.stoppoll        +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.11.trs.service.caching.notification           +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.12.demo.offerings.notification                +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.12.demo.offerings.request.stoppoll            +--------     1     0        0     0.0 Kb
  wachovia.cib.cdf.edev.12.DistributedEvent                           ---------    16     0        0     0.0 Kb
* wachovia.cib.cdf.edev.13.>                                          ---------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.13.demo.offerings.notification                +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.edev.13.demo.offerings.request.stoppoll            +--------     1     0        0     0.0 Kb
  wachovia.cib.cdf.edev.13.DistributedEvent                           +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.idev.11.demo.offerings.notification                +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.idev.11.demo.offerings.request.stoppoll            +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.idev.11.service.caching.notification               +--------     0     0        0     0.0 Kb
* wachovia.cib.cdf.idev.12.>                                          ---------     0     0        0     0.0 Kb
  wachovia.cib.cdf.idev.12.demo.offerings.notification                +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.idev.12.demo.offerings.request.stoppoll            +--------     1     0        0     0.0 Kb
  wachovia.cib.cdf.idev.12.DistributedEvent                           ---------     0     0        0     0.0 Kb
* wachovia.cib.cdf.idev.13.>                                          ---------     0     0        0     0.0 Kb
  wachovia.cib.cdf.idev.13.demo.offerings.notification                +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.idev.13.demo.offerings.request.stoppoll            +--------     1     0        0     0.0 Kb
  wachovia.cib.cdf.idev.13.DistributedEvent                           +--------     1     0        0     0.0 Kb
  wachovia.cib.cdf.qa.12.demo.offerings.notification                  +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.qa.12.demo.offerings.request.stoppoll              +--------     1     0        0     0.0 Kb
  wachovia.cib.cdf.qa.12.DistributedEvent                             ---------     0     0        0     0.0 Kb
* wachovia.cib.cdf.qa.13.>                                            ---------     0     0        0     0.0 Kb
  wachovia.cib.cdf.qa.13.demo.offerings.notification                  +--------     0     0        0     0.0 Kb
  wachovia.cib.cdf.qa.13.demo.offerings.request.stoppoll              +--------     1     0        0     0.0 Kb
  wachovia.cib.cdf.qa.13.DistributedEvent                             +--------     0     0        0     0.0 Kb
* Wachovia.CIB.ISD.>                                                  ---------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Admin.Notify                                       +--------     0     0        0     0.0 Kb
  Wachovia.CIB.ISD.Alert.Notify                                       +--------     0     0        0     0.0 Kb
